"latitude_deg","longitude_deg"
40.070985,-74.933689
38.704022,-101.473911
59.947733,-151.692524
34.86479949951172,-86.77030181884766
59.093287,-156.456699
34.9428028,-97.8180194
34.305599212646484,-112.16500091552734
35.35474,-116.885329
39.427188,-121.763427
32.7273736,-116.4597417
28.64550018310547,-82.21900177001953
27.230899810791016,-80.96920013427734
33.76750183105469,-84.06829833984375
33.887982,-84.736983
19.832881,-155.978347
48.145301818847656,-116.21399688720703
39.724028,-101.395994
41.978401,-89.560402
41.51139831542969,-87.2605972290039
40.02560043334961,-89.1229019165039
38.72779846191406,-94.93049621582031
37.409400939941406,-84.61969757080078
30.191944,-90.980833
39.66529846191406,-89.70559692382812
30.136299,-92.429398
38.75709915161133,-75.75379943847656
43.94940185546875,-86.41670227050781
46.29999923706055,-95.70030212402344
37.202800750732,-94.412399291992
45.675,-110.52515
39.472998,-75.184346
36.085201263427734,-78.37139892578125
40.52090072631836,-74.47460174560547
44.8118612,-73.3698057
35.594729,-75.470002
42.89576,-77.495263
39.745091,-84.187278
36.198598,-96.217693
44.932899475097656,-123.12999725341797
39.94889831542969,-75.74690246582031
41.2995,-80.211111
44.181466,-122.086
34.0093994140625,-80.26719665527344
44.809158,-96.498897
32.847599029541016,-97.18949890136719
32.607601165771484,-97.24199676513672
34.516606,-99.93694
36.574964,-78.998437
36.663299560546875,-80.49949645996094
46.672884,-117.441933
47.17839813232422,-122.77200317382812
44.304298400878906,-89.05010223388672
46.25,-117.2490005493164
38.82889938354492,-79.86609649658203
42.840361,-106.224443
30.224,-96.01417
62.940833,-152.269722
60.105873975399994,-149.446249008
32.94599914550781,-86.51390075683594
61.649095,-149.339025
34.047456,-94.354023
34.607406,-111.8609
34.368241,-117.370059
38.7999,-120.734001
39.24530029296875,-106.24600219726562
41.62730026245117,-72.72750091552734
28.589399337768555,-81.14420318603516
28.666639,-81.3697
28.78190040588379,-81.1592025756836
32.47930145263672,-84.9791030883789
32.675106,-82.771055
42.6082,-112.031998
39.8849983215332,-86.50669860839844
40.45859909057617,-87.65950012207031
40.13090133666992,-85.69580078125
39.01620101928711,-90.31819915771484
30.685568,-81.906346
37.036132,-97.58533
38.54059982299805,-97.00330352783203
37.051700592041016,-88.64689636230469
32.638999938964844,-91.77369689941406
38.12580108642578,-89.46389770507812
30.722478,-91.077372
42.625099182128906,-71.18009948730469
38.999199,-76.456001
46.778900146484375,-68.50029754638672
43.04949951171875,-83.67970275878906
47.899600982666016,-92.55740356445312
38.641700744628906,-90.48429870605469
48.789100646972656,-114.87999725341797
32.196747,-110.775142
34.47529983520508,-77.5813980102539
43.6445,-72.086998
40.739956,-74.136128
33.008611,-104.540278
34.196264,-77.919917
38.76390075683594,-119.0270004272461
41.692415,-73.93683
39.497455,-84.313851
40.730267,-82.802022
34.391667,-96.690833
40.930599212646484,-77.73889923095703
41.59590148925781,-76.02960205078125
35.032100677490234,-81.25279998779297
32.69419860839844,-97.11579895019531
32.737598,-96.428001
34.99589920043945,-89.73059844970703
29.012067,-95.402119
38.849785,-115.634987
38.30830001831055,-109.39600372314453
39.125,-77.9250030518
46.66320037841797,-123.81199645996094
44.009328,-90.38993
48.213401794433594,-122.68499755859375
47.518178,-122.210908
44.348312,-104.8106
30.007222,-97.853333
32.020198822021484,-95.74549865722656
61.506147,-149.912825
61.876907,-150.097626
30.37150001525879,-87.76439666748047
59.704223,-151.295869
33.58250045776367,-118.12899780273438
34.129600524902344,-90.52400207519531
34.761101,-119.058998
37.64329910279999,-106.04699707
41.91960144042969,-72.44450378417969
28.526699,-81.874802
30.950976,-86.635555
34.202598571777344,-83.42900085449219
34.17530059814453,-84.92440032958984
21.35839,-157.94789
42.05609893798828,-93.87799835205078
44.55550003051758,-115.30500030517578
40.06230163574219,-86.21050262451172
40.208900451660156,-85.54080200195312
42.274600982666016,-87.9572982788086
39.221416,-96.057072
38.181441,-83.443319
38.190282,-84.906442
32.531491,-93.659939
30.148300170898438,-91.91899871826172
41.419601,-70.927002
38.672544,-76.709739
43.537467,-70.930685
43.157100677490234,-85.14849853515625
39.04999923706055,-91.03350067138672
34.095701,-90.846131
41.074501037597656,-96.90450286865234
44.657100677490234,-71.21910095214844
40.55730056762695,-74.46710205078125
32.09071,-108.870735
35.592197,-77.377372
41.299551,-118.926709
43.132598876953125,-75.65550231933594
41.376399993896484,-83.08329772949219
41.801998138427734,-80.56539916992188
34.811412,-95.307727
45.68149948120117,-121.31600189208984
40.403596,-77.556602
40.438301,-79.769997
40.06959915161133,-75.4552001953125
18.464924,-66.363773
41.457931,-71.304886
32.760211,-81.225872
45.769100189208984,-112.98200225830078
28.722177,-95.875813
32.39540100097656,-96.86419677734375
35.780355,-86.585521
41.369336,-113.841019
38.435699462890625,-77.8572006225586
36.63880157470703,-82.11669921875
47.15230178833008,-122.09400177001953
45.031898498535156,-92.65579986572266
48.74580001831055,-119.31900024414062
33.591319,-95.882864
61.556055,-149.284527
60.72722244262695,-151.13278198242188
34.662604,-86.046774
34.357601165771484,-92.78849792480469
31.430971,-110.088087
32.779484,-117.006952
27.353099822998047,-81.40809631347656
26.683716,-80.186561
32.561626,-81.85509
34.523153,-83.975058
44.793965,-116.531543
37.9620018005,-87.7789001465
41.40230178833008,-87.81670379638672
40.18000030517578,-86.01249694824219
38.904999,-90.173401
39.86470031738281,-95.26409912109375
37.796085,-87.53859
30.199600219726562,-91.12789916992188
32.159000396728516,-91.70800018310547
44.3209,-69.889503
42.393431,-72.551553
39.518427,-76.346022
44.084251,-70.626905
43.550899505615234,-83.86219787597656
43.62519836425781,-95.22470092773438
32.31880187988281,-90.8832015991211
47.267327,-111.71748
38.4925,-94.412498
11.222219,169.851429
34.104236,-77.905855
48.626399993896484,-97.8290023803711
41.5463981628418,-99.3311996459961
42.815399169921875,-71.12439727783203
36.862377,-104.442853
35.63027,-78.50392
40.58440017700195,-115.2979965209961
40.958308,-72.717326
41.416933,-83.018339
41.420312,-81.599552
36.041259,-96.161517
35.012334,-97.702735
45.85540008544922,-117.48400115966797
40.162899017333984,-75.4656982421875
41.066861,-76.180806
39.065931,-94.938417
45.401629,-122.228771
33.8650016784668,-78.66190338134766
27.490812,-98.669615
35.92250061035156,-83.57939910888672
31.4658,-100.43397
29.632117,-95.932481
29.580929,-95.30508
37.114384,-109.99014
47.408199310302734,-117.37200164794922
45.875,-120.66999816894531
48.524894,-122.912394
31.7574,-106.346895
31.318099975585938,-100.75399780273438
60.535833,-150.811387
33.62639999,-85.96720123
61.737511,-148.700724
34.574319,-92.586047
34.566631,-117.670666
33.08169937133789,-116.44100189208984
41.75510025024414,-73.05239868164062
25.558700561523438,-80.51509857177734
27.929372,-82.336981
29.240353,-81.222525
33.832365,-83.562335
39.91151,-83.188577
41.08829879760742,-92.05460357666016
43.877015,-116.538365
40.6375007629,-89.0070037842
41.701389,-85.113056
40.1786003112793,-88.56900024414062
37.135101318359375,-85.78939819335938
30.051001,-90.703848
30.44610023498535,-91.10530090332031
42.810908,-71.140959
39.51810073852539,-75.82140350341797
